transaction_info,merchant_name,Category,Predicted_Category
Shoprite Mkhuhlu Plaza  SB042339    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Spar Komga              Eastern CapeECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*Protea38044         ProteaGlen  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Eurotrend Greenstone    JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4696 POLOKWAN  JHB         GPZA,GiftCentral Card Issuer (POS),Technology,Technology
OK EXPRESS DUNDEE47173  DUNDEE      ZAZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
SOUTHGATE FASHION WORL DSOUTHGATE     ZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*Dorag supermarket   Tembisa     GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CCN*NALEDI TUCK SHO1    MIDDELBURG  MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL VXL MOTORS        East London ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DR SHAUN'S PLACE        BRAMFISCHERVGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Tsalanang Pub   Soweto      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KFC Umlazi Siba Drive   KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SAKHUMZI RESTAURANT     ORLANDO WESTGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
LIFESTYLE PET HYPER -   JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
N9NE HALFWAY            Waterkloof  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CINNABON V & A WATERFR  CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Incredible Connection   George      WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Game Kokstad            Kokstad     ZNZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Kauai Tygervalley RT    Bellville   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
LINDT AND SPRUNGLI - T  CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ONE BY ONE              Boksburg    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*Bafana Shop23       Mdantsane S ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CHANSON GENERAL STORE   ROODEPOORT  GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CCN*Mother Blessing     Palm Ridge  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
@Home Living The Glen   JHB         GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KKAI NOORDHOEK          Noordhoek   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ROMANS PIZZA ROODEPOOR  WILROPARK   GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ROMANS PIZZA            MBOMBELA    MPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
HPY*JJ CASH STORE       Gqeberha    ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PICARDI MORGENSTER      MITHCHELS PLWCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DERMALOGICA             JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BP SALT LAKE.           BRAKPAN     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
JOANNA BAR              JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
VODACOM*NTSIKIS ARTS A  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CRAFT CANCEPT           DURBAN      KNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SAFFRON SPICE BOX       Pinetown    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FISH N CHIPS NORKEM CO  Norkem Park ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OBC Chicken Kroonstad   GP          GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BMS Pine10000000168408  Pinetown    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SILINO1973 CC            POLOKWANE   NZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CAPPUCCINOS GREENSTONE  GREENSTONE  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
OK Grocer Eldorado Cry  SB034012    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LiquorShop Cosmo City   SB016006    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CCN*Mj Tavern           Mokopane    LPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CCN*Two Fat Cows        Bainsvlei   FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BEX QUEENSTOWN          Queenstown  ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
iK *Portia's Kitchen &  SOWETO      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
iK *Soweto Country Clu  SOWETO      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE Commando Rd          Forecourt   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MICHAEL KORS MALL OF A FMIDRAND     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Esgro Four T/A Milky L  Springs     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
iK *Galela Liquor Stor  KEMPTON PARKGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*BNS Supermarket     JohannesburgGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Refinery Middelburg Mp  MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ASJ Cresta              JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SASOL FAIRWAYS          Lusikisiki  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite Empangeni      SB018417    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WIMPY VRYHEID           Vryheid     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
VOLPES RUSTENBURG       Rustenburg  ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PLAY GROUND             RANDBURG    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Clt Midwater        Middelburg  MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
OK FOODS MEYERTON - AR  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LUPA FLORIDA ROAD       Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
FEDICS ETHEKWINI PRIVA TNEWLANDS EASKNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BULLRUN RESTAURANT      SANDTON     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*CLJonesRichmo       Gqeberha    ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Mashego son         Tembisa       ZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
OVK ZASTRON VULSTASIE    FREE STATE  FZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SHELL MAIDSTONE         Tongaat     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ROHAN MOTORS            Welkom      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PAVILLION TAVERN        PRETORIA    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
FAT CAKE CITY 6 PTY LT  BETHLEHEM   FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Tops Uncle Deli         KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Spar Dagbreek           Eastern CapeECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Sakhumzi51000002213113  Gauteng    G  ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*EsangweniCafe       Tembisa     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Justinos tarve  Polokwane   LPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BP KYA SANDS            JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
iK *BLUE LEAF           DURBAN      KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SASOL UMGENI ROAD.       DURBAN      NZA,GiftCentral Card Issuer (POS),Tourism,Tourism
TIGER TIGER*            DURBAN      KNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SAVANNA LIQUOR STO9912  BRITS       NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KWIKSPAR RIDGE          Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*WhitehouseSupe      JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MrPriceH Highveld Mall  MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KENMARE SERVICE STATIO  Kenmare     ZAZA,GiftCentral Card Issuer (POS),Transportation,Transportation
TOTAL EVATON            EVATON      GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BLAFA INN               PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PUMA MAGOFE             Seshego     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
IKH*Fuze fuzes Liquor   JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
iK *Mbe`s Place         MEADOWLANDS GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*EasyComeSuper       ThembisileHaMPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite Postmasburg    SB032857    FSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BP Stegens Garage       KZN         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DOPPIO ZERO FARMYARD     POLOKWANE   NZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MKHOSANA TARVEN         Richards BayZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Crp Coachmans Cros  Bryanston   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DELHI DELICIOUS MIDDEL  MPUMALANGA  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DIAL A BAKE NORTH CAPE  KIMBERLEY   NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP CELL 4363 ELDORA    GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
LEBU SOAP SOLUTIONS     Mayville    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP HOME 5777 POTCHEFS  NW          NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CRAZY STORE POTCHEFSTR  OPOTCHEFSTROMNZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
DEBONAIRS SIBAYA CASIN  Umhlanga RocZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CCN*Brackenham Supe     Brackenham  KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
iK *Mzingeli Shisanyam  Mtubatuba   KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Thembelihle Tucksh  Durban      NLZA,GiftCentral Card Issuer (POS),Tourism,Tourism
IKH*Nice Hair Salon     MPUMALANGA  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MRP HOME DAINFERN SQUA  JHB         GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CLUB BLUEROOM            ASHTON      WZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DEVLAND CONVENIENCE CE NDEVLAND     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
VAPERITE PTY LTD        Richwood    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HPY*Good price          Wellington  WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *car wash        Brakpan     GPZA,GiftCentral Card Issuer (POS),Transportation,Transportation
BP MADADENI1            MADADENI    KNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Miss Egypt      Newcastle   KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MrPriceS Newcastle      KZ          KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*DISCOUNT SUPER68    JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SORBET THE GROVE MALL   PRETORIA    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PEERLESS PARK SUPERMAR  KRAAIFONTEINWCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
THE PERFUME GARDEN PM   PIETERMARITZZNZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
D M CORNER              Polokwane   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MANZI WATER             BloemfonteinZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PEP 6581 Newtown        GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *NT Plates and   JohannesburgGPZA,GiftCentral Card Issuer (POS),Banking,Banking
KFC Moloto       68323  Kwamhlanga  ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Seattle The Verge       Gauteng     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KFC KPF Sky City        Gauteng     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Rusty Blade Ba  Klerksdorp  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE JOHN ROSS HIGHWAY    EMPANGENI   KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Clicks Kameeldoring     Plein       NCZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
GOSBRES TAVERN          MANKWENG    NPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
LiquorShop Newcastle 2  SB082056    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ENGEN WINDIEN GARAGE    Winterton   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DRAGON PEAKS DEALERS    Winterton   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
POOL HOUSE              JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP MM Fourways 2       Sandton     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
EPOZINI LIFESTYLE       PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
iK *MERI JANE           JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Checkers Randfontein    SB007400    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SheetStreet HARTEBEESP  CPT         WPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP 0462 Port Alfred    EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
USave Chavani           SB084765    NCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Total Norkem Park C      GP          GZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DIS-CHEM CLEARWATER MA  LSTRUBENSVALEWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SOUTH COAST AUTO F/C    AMANZIMTOTI KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
LOVISA KEY WEST         Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CHICKEN LICKEN BENONI   BENONI      GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PROVINCIAL MINI MARKET  PORT ELIZABEECZA,GiftCentral Card Issuer (POS),Banking,Banking
GOLDWAGEN HILTON BFN    BloemfonteinZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP 4278 Scottburgh     KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PNA KEYWEST              KRUGERSDORP GZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
HOLA SUPERMARTKET        BLOEMFONTEI FZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MUGG AND BEAN DOMESTIC  KEMPTON PARKGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*FamilySupermar      Soweto      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Sportscene Mams Mall    JHB         GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
iK *Lavish              JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KINGSLEY DEPOT MAFI     Mahikeng    NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
AE VICTORIA ST FC       JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PLATED ON THYME         Florida     ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
RAMSGATE STATIONERS     SHELLY BEACHKNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Addisdiscount       JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HPY*SAM Z GRILL CHICKE  JohannesburgGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BOOKS & THINGS BUSSING   KEMPTON PAR GZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*ThuliShop01         Rustenburg  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BUCO MONTAGUE GARDENS   CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DEBONAIRS BOKSBURG CBD  BOKSBURG      ZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KWIKSAVE FRESH&FROZEN  MSOSHANGUVE  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP 6182 Barra Mall     GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TOTAL ENERGIES R566 BR  BRITS       GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN@AUSTERVILLE       Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*AshleySupermarket   Pinetown    NLZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
EIS ENGINEERING AND IN  DURBAN      KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BP MABOPANE 2           SOSHANGUVE  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
TotalSports LadySmith   KZN         KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
JAM CLOTHING RANDFONTE  RANDFONTEIN GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TSEBO HEAD OFFICE*      SANDTON     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Kaijaiki kos k  Yzerfontein WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DEBONAIRS HAMMAMSKRALL  HammanskraalZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
GELMAR (PTY)LTD XAVIER  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Weme Pty Ltd    Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
WEST PACK LIFESTYLE NE  NELPSPRUIT  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CHICKEN LICKEN EVATON    EVATON      GZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ROYAL TRANQUIL MEDISPA  Polokwane   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Zola Trading        Cape town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Savezar             Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CASA GALO PTY LTD       Meyersdal   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHEPPIE GREEN GROCERS   DURBAN      ZNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
UNIVERSAL PAINTS        PRETORIA    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
22 HOLDERNESS ROAD KEN  CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BP ATTERBURY            PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
JUMBO BAR                CARLETONVILEGZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
THE CLASSIC INDIA       MEYERSDAL   GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*TeketelSupermarket  GaRankuwa   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ALL THINGS SPICE        Overport    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP HOME 5663 Durban    KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PIZZA HUT BLUFF         DURBAN      KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BCMM REGISTRATION & VE HEAST LONDON ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEOPLES CHOICE          Upington    ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Seattle Salt at the bo  Western CapeWCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
L494 - LGT MIDRAND THE  Midrand     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CHICKEN LICKEN BLUFF    BLUFF       kzZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CALTEX BLUFF SERV STA   Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
LIGHTHOUSE FAMILY GROC  Bluff       ZAZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
IKH*PLT Gas Supplies    ALBERTON    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KARENPARK PHARMACY      Pretoria NorZAZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
Ackermans Secunda Mall  MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MCDONALDS WESTWOOD 055  Ballito     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL ULTRA CITY KLERK  Klerksdorp  ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
COLLENS TAVERN          Soshanguve BZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Mins Style              KRUGERSDORP GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LEGEND VENDING 8 BEATR  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
TILE AFRICA BOKSBURG     BOKSBURG    GZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CAPELLO BOKSBURG  5958  BEYERS PARK GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Total Boshoff C          KZ          KZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
"BP BRAAMFONTEIN,        BRAAMFONTEINGPZA",GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*CaltexMoon          JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ATTITUDE FASHIONS       MONDEOR     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KwikSpar Westerford     Western CapeWCZA,GiftCentral Card Issuer (POS),Banking,Banking
PLATINUM PARK  SUPER S  PBENDOR PARK NZA,GiftCentral Card Issuer (POS),Tourism,Tourism
K. CARRIM BUILDERS & H  APRETORIA    NZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MEDICROSS KRUGERSDORP   Krugersdorp ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Total Melmoth C          KZ          KZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MRPS Queenswood         Gauteng     03ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Rage BRY Bryanston Sho  Bryanston   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Clt Boskruin Vill   Randburg    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC DRIVE THRU DALVIEW  DALVIEW     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SUNWARD PARK HIGH SC    BOKSBURG    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SASOL EASTRAND MALL      BOKSBURG    GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
THE VALLEY GRILL        DAINFERN    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Corvus          Sandton     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
AIRLINK                 Kempton ParkZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL AMANDLA           Springs     ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
NEW WARNER BEACH CAFE   Amanzimtoti ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yum Yum Foods           JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SLOVO BUTCHERY    8409  WINTERVELD  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*hossana tuck s19    Bosveld     LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
COMSO-NET NORTH-TZANEE  Tzaneen     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LINDEN BOX MAN AND LAU  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Banking,Banking
KFC NORTHERN DRIVE - G  PHOENIX     ZNZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*CheckSaveMin        Phoenix     NLZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Samihtuckshop       Phoenix     NLZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN FILLING STATION   JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
VODACOM*KRAP KRAP FASH  WELKOM FREE FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
COCO FINO               WELKOM      FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Kings car wash  Durban      KZZA,GiftCentral Card Issuer (POS),Transportation,Transportation
RCL RANDFONTEIN FACTOR  Randfontein ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Beauty Zone Richards B  Richards BayKZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PRECISION WHEEL SOLUTI  Rustenburg  ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
STR PARKING CT 260      SEA POINT     ZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
UNDER ARMOUR  FAIRLAND  Fairland    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DANIEL J MAPONYA MAL    PIMVILLE    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Shade Bar Lounge    Vlakaagte   MPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Jalis Enterpri  KwaMahlanga MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Clt Cascades        PietermaritzKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
